filename	maf	phenotype_name	phenotype_code	p-1e-04	p-1e-05	p-1e-06	p-1e-07	p-1e-08
20002_1561	maf_0.01	Non-cancer illness code, self-reported: raynaud's phenomenon/disease	20002_1561	153	21	4	1	0
20002_1562	maf_0.01	Non-cancer illness code, self-reported: food intolerance	20002_1562	117	11	0	0	0
20002_1563	maf_0.01	Non-cancer illness code, self-reported: urticaria	20002_1563	117	23	5	2	0
20002_1567	maf_0.01	Non-cancer illness code, self-reported: infectious mononucleosis / glandular fever / epstein barr virus (ebv)	20002_1567	168	31	2	1	0
20002_1568	maf_0.01	Non-cancer illness code, self-reported: measles / morbillivirus	20002_1568	231	41	9	2	0
20002_1569	maf_0.01	Non-cancer illness code, self-reported: mumps / epidemic parotitis	20002_1569	215	29	4	0	0
20002_1570	maf_0.01	Non-cancer illness code, self-reported: rubella / german measles	20002_1570	157	22	3	0	0
20002_1571	maf_0.01	Non-cancer illness code, self-reported: chickenpox	20002_1571	245	41	4	0	0
20002_1572	maf_0.01	Non-cancer illness code, self-reported: whooping cough / pertussis	20002_1572	139	15	4	1	0
20002_1573	maf_0.01	Non-cancer illness code, self-reported: shingles	20002_1573	136	24	6	0	0
20002_1575	maf_0.01	Non-cancer illness code, self-reported: herpes simplex	20002_1575	118	16	1	0	0
20002_1578	maf_0.01	Non-cancer illness code, self-reported: hepatitis a	20002_1578	99	15	3	1	0
20002_1585	maf_0.01	Non-cancer illness code, self-reported: mitral regurgitation / incompetence	20002_1585	79	9	1	1	0
20002_1597	maf_0.01	Non-cancer illness code, self-reported: tinnitus / tiniitis	20002_1597	198	36	2	0	0
20002_1598	maf_0.01	Non-cancer illness code, self-reported: tonsiltis	20002_1598	225	28	4	1	0
20002_1599	maf_0.01	Non-cancer illness code, self-reported: constipation	20002_1599	138	29	1	0	0
20002_1602	maf_0.01	Non-cancer illness code, self-reported: bowel / intestinal obstruction	20002_1602	103	13	3	2	0
20002_1603	maf_0.01	Non-cancer illness code, self-reported: rectal prolapse	20002_1603	82	9	3	0	0
20002_1605	maf_0.01	Non-cancer illness code, self-reported: femoral hernia	20002_1605	94	12	4	1	0
20002_1608	maf_0.01	Non-cancer illness code, self-reported: nephritis	20002_1608	92	13	2	0	0
20002_1610	maf_0.01	Non-cancer illness code, self-reported: thyroid goitre	20002_1610	185	29	4	2	1
20002_1613	maf_0.01	Non-cancer illness code, self-reported: blepharitis / eyelid infection	20002_1613	89	13	4	0	0
20002_1614	maf_0.01	Non-cancer illness code, self-reported: stress	20002_1614	162	18	2	0	0
20002_1616	maf_0.01	Non-cancer illness code, self-reported: insomnia	20002_1616	145	24	4	2	1
20002_1617	maf_0.01	Non-cancer illness code, self-reported: osteopenia	20002_1617	216	43	6	0	0
20002_1619	maf_0.01	Non-cancer illness code, self-reported: tendonitis / tendinitis / tenosynovitis	20002_1619	143	20	3	1	0
20002_1620	maf_0.01	Non-cancer illness code, self-reported: bursitis	20002_1620	72	16	4	0	0
20002_1623	maf_0.01	Non-cancer illness code, self-reported: tennis elbow / lateral epicondylitis	20002_1623	122	23	4	0	0
20002_1625	maf_0.01	Non-cancer illness code, self-reported: cellulitis	20002_1625	124	21	3	1	0
20002_1626	maf_0.01	Non-cancer illness code, self-reported: fracture skull / head	20002_1626	124	18	1	0	0
20002_1627	maf_0.01	Non-cancer illness code, self-reported: fracture jaw	20002_1627	117	17	4	0	0
20002_1628	maf_0.01	Non-cancer illness code, self-reported: fracture nose	20002_1628	204	39	5	0	0
20002_1629	maf_0.01	Non-cancer illness code, self-reported: fracture face / orbit / eye socket	20002_1629	114	19	3	0	0
20002_1631	maf_0.01	Non-cancer illness code, self-reported: fracture clavicle / collar bone	20002_1631	174	29	5	0	0
20002_1632	maf_0.01	Non-cancer illness code, self-reported: fracture shoulder / scapula	20002_1632	125	27	3	0	0
20002_1633	maf_0.01	Non-cancer illness code, self-reported: fracture upper arm / humerus / elbow	20002_1633	213	29	9	0	0
20002_1634	maf_0.01	Non-cancer illness code, self-reported: fracture forearm / wrist	20002_1634	209	29	4	0	0
20002_1635	maf_0.01	Non-cancer illness code, self-reported: fracture radius	20002_1635	106	17	4	1	0
20002_1636	maf_0.01	Non-cancer illness code, self-reported: fracture ulna	20002_1636	82	15	2	1	1
20002_1637	maf_0.01	Non-cancer illness code, self-reported: fracture wrist / colles fracture	20002_1637	211	32	4	3	1
20002_1638	maf_0.01	Non-cancer illness code, self-reported: fracture hand	20002_1638	129	17	0	0	0
20002_1639	maf_0.01	Non-cancer illness code, self-reported: fracture finger	20002_1639	159	22	1	0	0
20002_1644	maf_0.01	Non-cancer illness code, self-reported: fracture rib	20002_1644	151	23	4	1	0
20002_1646	maf_0.01	Non-cancer illness code, self-reported: fracture vertebra / crush fracture / vertebral collapse	20002_1646	112	17	2	1	0
20002_1647	maf_0.01	Non-cancer illness code, self-reported: fracture pelvis	20002_1647	86	16	5	0	0
20002_1648	maf_0.01	Non-cancer illness code, self-reported: fracture neck of femur / hip	20002_1648	125	18	0	0	0
20002_1649	maf_0.01	Non-cancer illness code, self-reported: fracture shaft of femur	20002_1649	128	23	1	1	0
20002_1650	maf_0.01	Non-cancer illness code, self-reported: fracture patella / knee	20002_1650	148	22	3	1	0
20002_1651	maf_0.01	Non-cancer illness code, self-reported: fracture lower leg / ankle	20002_1651	232	36	7	1	0
20002_1652	maf_0.01	Non-cancer illness code, self-reported: fracture tibia	20002_1652	144	30	3	0	0
20002_1653	maf_0.01	Non-cancer illness code, self-reported: fracture fibula	20002_1653	158	30	6	2	2
20002_1654	maf_0.01	Non-cancer illness code, self-reported: fracture foot	20002_1654	116	22	3	0	0
20002_1655	maf_0.01	Non-cancer illness code, self-reported: fracture metatarsal	20002_1655	107	15	2	0	0
20002_1656	maf_0.01	Non-cancer illness code, self-reported: fracture toe	20002_1656	136	23	2	0	0
20002_1657	maf_0.01	Non-cancer illness code, self-reported: septicaemia / sepsis	20002_1657	124	15	4	1	0
20002_1660	maf_0.01	Non-cancer illness code, self-reported: rosacea	20002_1660	181	32	7	1	1
20002_1661	maf_0.01	Non-cancer illness code, self-reported: vitiligo	20002_1661	91	14	1	0	0
20002_1663	maf_0.01	Non-cancer illness code, self-reported: abnormal smear (cervix)	20002_1663	170	27	7	2	0
20002_1664	maf_0.01	Non-cancer illness code, self-reported: dysmenorrhoea / dysmenorrhea	20002_1664	138	18	4	1	1
20002_1665	maf_0.01	Non-cancer illness code, self-reported: menopausal symptoms / menopause	20002_1665	140	23	1	0	0
20002_1666	maf_0.01	Non-cancer illness code, self-reported: benign breast lump	20002_1666	212	23	4	0	0
20002_1668	maf_0.01	Non-cancer illness code, self-reported: allergy to house dust mite	20002_1668	116	21	3	1	0
20002_1677	maf_0.01	Non-cancer illness code, self-reported: scarlet fever / scarlatina	20002_1677	154	16	1	0	0
20002_1679	maf_0.01	Non-cancer illness code, self-reported: undescended testicle	20002_1679	115	20	4	1	0
20002_1683	maf_0.01	Non-cancer illness code, self-reported: benign neuroma	20002_1683	99	15	4	1	1
20002_99999	maf_0.01	Non-cancer illness code, self-reported: unclassifiable	20002_99999	217	34	3	2	0
20003_1140851088	maf_0.01	Treatment/medication code: senokot 7.5mg tablet	20003_1140851088	115	17	0	0	0
20003_1140851812	maf_0.01	Treatment/medication code: gtn 400micrograms spray	20003_1140851812	212	35	3	2	0
20003_1140852756	maf_0.01	Treatment/medication code: vitamin a	20003_1140852756	108	18	3	0	0
20003_1140852948	maf_0.01	Treatment/medication code: calcium+vitamin d 500units tablet	20003_1140852948	226	31	3	0	0
20003_1140852976	maf_0.01	Treatment/medication code: multivitamins	20003_1140852976	212	33	4	0	0
20003_1140856342	maf_0.01	Treatment/medication code: syndol tablet	20003_1140856342	136	18	6	0	0
20003_1140857620	maf_0.01	Treatment/medication code: depo-provera 50mg/1ml injection	20003_1140857620	132	19	5	0	0
20003_1140857636	maf_0.01	Treatment/medication code: prempak 0.625 tablet	20003_1140857636	172	27	4	1	1
20003_1140858452	maf_0.01	Treatment/medication code: hepacon b12 1mg/1ml injection	20003_1140858452	106	20	3	0	0
20003_1140860690	maf_0.01	Treatment/medication code: cardura 1mg tablet	20003_1140860690	90	16	2	0	0
20003_1140860696	maf_0.01	Treatment/medication code: lisinopril	20003_1140860696	306	62	14	2	2
20003_1140860728	maf_0.01	Treatment/medication code: quinapril	20003_1140860728	111	15	0	0	0
20003_1140860750	maf_0.01	Treatment/medication code: captopril	20003_1140860750	130	21	2	1	0
20003_1140860802	maf_0.01	Treatment/medication code: coversyl 2mg tablet	20003_1140860802	108	15	3	1	0
20003_1140860806	maf_0.01	Treatment/medication code: ramipril	20003_1140860806	298	57	15	8	5
20003_1140860834	maf_0.01	Treatment/medication code: glyceryl trinitrate	20003_1140860834	248	44	12	1	0
20003_1140860840	maf_0.01	Treatment/medication code: nitrolingual 400micrograms spray	20003_1140860840	168	28	6	0	0
20003_1140860904	maf_0.01	Treatment/medication code: trandolapril	20003_1140860904	133	25	2	0	0
20003_1140860954	maf_0.01	Treatment/medication code: isosorbide mononitrate	20003_1140860954	253	46	12	2	1
20003_1140860976	maf_0.01	Treatment/medication code: imdur 60mg durule	20003_1140860976	112	22	7	1	1
20003_1140861088	maf_0.01	Treatment/medication code: nifedipine	20003_1140861088	211	27	2	0	0
20003_1140861090	maf_0.01	Treatment/medication code: adalat 5mg capsule	20003_1140861090	231	43	9	1	0
20003_1140861120	maf_0.01	Treatment/medication code: coracten sr 10mg m/r capsule	20003_1140861120	133	22	2	0	0
20003_1140861128	maf_0.01	Treatment/medication code: tildiem 60mg m/r tablet	20003_1140861128	182	33	4	0	0
20003_1140861138	maf_0.01	Treatment/medication code: adizem-60 m/r tablet	20003_1140861138	145	23	3	0	0
20003_1140861166	maf_0.01	Treatment/medication code: dilzem sr 60mg long acting m/r capsule	20003_1140861166	120	19	5	1	0
20003_1140861202	maf_0.01	Treatment/medication code: istin 5mg tablet	20003_1140861202	98	15	2	0	0
20003_1140861276	maf_0.01	Treatment/medication code: lacidipine	20003_1140861276	144	23	4	0	0
20003_1140861778	maf_0.01	Treatment/medication code: dipyridamole	20003_1140861778	188	36	5	1	0
20003_1140861780	maf_0.01	Treatment/medication code: persantin 25mg tablet	20003_1140861780	128	22	4	0	0
20003_1140861806	maf_0.01	Treatment/medication code: aspirin 75mg tablet	20003_1140861806	193	31	3	1	0
20003_1140861832	maf_0.01	Treatment/medication code: tranexamic acid	20003_1140861832	167	24	1	1	0
20003_1140861924	maf_0.01	Treatment/medication code: bezafibrate	20003_1140861924	147	25	2	1	1
20003_1140861936	maf_0.01	Treatment/medication code: questran 4g/sachet powder	20003_1140861936	107	17	1	0	0
20003_1140861954	maf_0.01	Treatment/medication code: fenofibrate	20003_1140861954	179	34	7	1	1
20003_1140861958	maf_0.01	Treatment/medication code: simvastatin	20003_1140861958	402	130	64	42	27
20003_1140861998	maf_0.01	Treatment/medication code: ventolin 100micrograms inhaler	20003_1140861998	326	87	37	23	18
20003_1140862060	maf_0.01	Treatment/medication code: ventolin 2mg tablet	20003_1140862060	107	19	4	0	0
20003_1140862086	maf_0.01	Treatment/medication code: salamol 100micrograms inhaler	20003_1140862086	200	25	4	0	0
20003_1140862144	maf_0.01	Treatment/medication code: salmeterol	20003_1140862144	234	42	6	2	0
20003_1140862148	maf_0.01	Treatment/medication code: serevent 25mcg inhaler	20003_1140862148	254	43	6	0	0
20003_1140862168	maf_0.01	Treatment/medication code: bricanyl 250mcg inhaler	20003_1140862168	207	36	6	1	0
20003_1140862236	maf_0.01	Treatment/medication code: atrovent 20micrograms inhaler	20003_1140862236	154	28	5	4	1
20003_1140862266	maf_0.01	Treatment/medication code: phyllocontin continus 225mg m/r tablet	20003_1140862266	87	10	3	1	0
20003_1140862380	maf_0.01	Treatment/medication code: becloforte 250micrograms inhaler	20003_1140862380	113	21	6	1	0
20003_1140862382	maf_0.01	Treatment/medication code: becotide 50 inhaler	20003_1140862382	255	39	10	3	2
20003_1140862438	maf_0.01	Treatment/medication code: uniphyllin continus 200mg m/r tablet	20003_1140862438	116	17	3	1	0
20003_1140862476	maf_0.01	Treatment/medication code: beclazone 50 inhaler	20003_1140862476	193	29	5	1	1
20003_1140862526	maf_0.01	Treatment/medication code: sodium cromoglycate	20003_1140862526	95	16	0	0	0
20003_1140862572	maf_0.01	Treatment/medication code: budesonide	20003_1140862572	181	26	4	3	0
20003_1140862574	maf_0.01	Treatment/medication code: pulmicort ls 50micrograms inhaler	20003_1140862574	193	30	5	0	0
20003_1140862628	maf_0.01	Treatment/medication code: piriton 4mg tablet	20003_1140862628	193	33	3	1	1
20003_1140862770	maf_0.01	Treatment/medication code: zirtek 10mg tablet	20003_1140862770	103	16	1	0	0
20003_1140862772	maf_0.01	Treatment/medication code: loratadine	20003_1140862772	223	33	3	0	0
20003_1140862776	maf_0.01	Treatment/medication code: clarityn 10mg tablet	20003_1140862776	126	10	2	1	0
20003_1140862944	maf_0.01	Treatment/medication code: carbocisteine	20003_1140862944	119	20	2	0	0
20003_1140862952	maf_0.01	Treatment/medication code: mucodyne 375mg capsule	20003_1140862952	99	18	3	0	0
20003_1140863144	maf_0.01	Treatment/medication code: zopiclone	20003_1140863144	258	46	11	0	0
20003_1140863152	maf_0.01	Treatment/medication code: diazepam	20003_1140863152	213	38	5	0	0
20003_1140863182	maf_0.01	Treatment/medication code: nitrazepam	20003_1140863182	125	14	1	0	0
20003_1140863202	maf_0.01	Treatment/medication code: temazepam	20003_1140863202	213	32	5	0	0
20003_1140863302	maf_0.01	Treatment/medication code: lorazepam	20003_1140863302	101	14	5	2	0
20003_1140864070	maf_0.01	Treatment/medication code: kapake tablet	20003_1140864070	92	13	1	0	0
20003_1140864184	maf_0.01	Treatment/medication code: dovonex 50micrograms/g cream	20003_1140864184	137	30	11	9	6
20003_1140864196	maf_0.01	Treatment/medication code: climagest 1mg tablet	20003_1140864196	109	18	3	1	1
20003_1140864286	maf_0.01	Treatment/medication code: flixotide 25micrograms inhaler	20003_1140864286	193	33	8	1	0
20003_1140864472	maf_0.01	Treatment/medication code: xatral 2.5mg tablet	20003_1140864472	102	20	3	0	0
20003_1140864734	maf_0.01	Treatment/medication code: combivent inhaler	20003_1140864734	108	15	2	1	0
20003_1140864752	maf_0.01	Treatment/medication code: lansoprazole	20003_1140864752	274	35	7	2	0
20003_1140864950	maf_0.01	Treatment/medication code: bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet	20003_1140864950	123	18	4	1	0
20003_1140864952	maf_0.01	Treatment/medication code: lisinopril+hydrochlorothiazide 10mg/12.5mg tablet	20003_1140864952	103	14	1	0	0
20003_1140864992	maf_0.01	Treatment/medication code: tramadol	20003_1140864992	217	33	2	0	0
20003_1140865000	maf_0.01	Treatment/medication code: zydol 50mg capsule	20003_1140865000	100	10	2	0	0
20003_1140865010	maf_0.01	Treatment/medication code: viscotears liquid eye gel	20003_1140865010	202	34	9	1	0
20003_1140865016	maf_0.01	Treatment/medication code: zolpidem	20003_1140865016	114	20	4	1	1
20003_1140865336	maf_0.01	Treatment/medication code: spasmonal 60mg capsule	20003_1140865336	136	17	1	0	0
20003_1140865350	maf_0.01	Treatment/medication code: fybogel mebeverine sachet	20003_1140865350	193	36	6	2	1
20003_1140865354	maf_0.01	Treatment/medication code: gaviscon liquid	20003_1140865354	225	27	1	1	0
20003_1140865382	maf_0.01	Treatment/medication code: merbentyl 10mg tablet	20003_1140865382	99	15	0	0	0
20003_1140865394	maf_0.01	Treatment/medication code: hyoscine butylbromide	20003_1140865394	87	7	3	0	0
20003_1140865396	maf_0.01	Treatment/medication code: buscopan 10mg tablet	20003_1140865396	130	25	3	0	0
20003_1140865414	maf_0.01	Treatment/medication code: peppermint oil product	20003_1140865414	119	16	0	0	0
20003_1140865416	maf_0.01	Treatment/medication code: colpermin 0.2ml m/r gel e/c capsule	20003_1140865416	133	25	4	1	0
20003_1140865426	maf_0.01	Treatment/medication code: cimetidine	20003_1140865426	137	24	4	0	0
20003_1140865564	maf_0.01	Treatment/medication code: imodium 2mg capsule	20003_1140865564	122	24	3	1	0
20003_1140865578	maf_0.01	Treatment/medication code: mesalazine	20003_1140865578	152	27	3	0	0
20003_1140865580	maf_0.01	Treatment/medication code: asacol 400mg e/c tablet	20003_1140865580	169	24	1	1	1
20003_1140865588	maf_0.01	Treatment/medication code: pentasa sr 250mg m/r tablet	20003_1140865588	127	25	4	0	0
20003_1140865634	maf_0.01	Treatment/medication code: omeprazole	20003_1140865634	302	49	7	0	0
20003_1140865654	maf_0.01	Treatment/medication code: codeine phosphate+kaolin 10mg/3g/10ml mixture	20003_1140865654	102	17	5	0	0
20003_1140865668	maf_0.01	Treatment/medication code: sulphasalazine	20003_1140865668	116	17	3	2	1
20003_1140865670	maf_0.01	Treatment/medication code: salazopyrin 500mg tablet	20003_1140865670	138	25	5	2	1
20003_1140865716	maf_0.01	Treatment/medication code: senna	20003_1140865716	198	33	4	0	0
20003_1140865752	maf_0.01	Treatment/medication code: ispaghula husk	20003_1140865752	151	22	2	0	0
20003_1140865786	maf_0.01	Treatment/medication code: bisacodyl	20003_1140865786	102	13	3	0	0
20003_1140865800	maf_0.01	Treatment/medication code: lactulose product	20003_1140865800	220	39	4	0	0
20003_1140865872	maf_0.01	Treatment/medication code: magnesium citrate	20003_1140865872	105	18	1	1	0
20003_1140866026	maf_0.01	Treatment/medication code: creon e/c granules in capsule	20003_1140866026	105	14	3	3	0
20003_1140866078	maf_0.01	Treatment/medication code: indapamide	20003_1140866078	236	38	10	2	1
20003_1140866116	maf_0.01	Treatment/medication code: frusemide	20003_1140866116	216	37	5	3	0
20003_1140866122	maf_0.01	Treatment/medication code: bendrofluazide	20003_1140866122	221	35	7	1	1
20003_1140866236	maf_0.01	Treatment/medication code: spironolactone	20003_1140866236	187	24	2	0	0
20003_1140866280	maf_0.01	Treatment/medication code: bumetanide	20003_1140866280	122	23	3	1	0
20003_1140866466	maf_0.01	Treatment/medication code: securon 40mg tablet	20003_1140866466	108	19	5	2	0
20003_1140866738	maf_0.01	Treatment/medication code: atenolol	20003_1140866738	344	92	24	14	5
20003_1140866800	maf_0.01	Treatment/medication code: half-inderal la 80mg m/r capsule	20003_1140866800	116	18	3	0	0
20003_1140866804	maf_0.01	Treatment/medication code: inderal 10mg tablet	20003_1140866804	76	13	5	0	0
20003_1140867444	maf_0.01	Treatment/medication code: risperidone	20003_1140867444	118	16	3	1	0
20003_1140867490	maf_0.01	Treatment/medication code: lithium product	20003_1140867490	160	26	2	0	0
20003_1140867504	maf_0.01	Treatment/medication code: priadel 200mg m/r tablet	20003_1140867504	145	16	4	1	0
20003_1140867726	maf_0.01	Treatment/medication code: lofepramine	20003_1140867726	127	24	6	0	0
20003_1140867818	maf_0.01	Treatment/medication code: nortriptyline	20003_1140867818	135	22	3	0	0
20003_1140867876	maf_0.01	Treatment/medication code: prozac 20mg capsule	20003_1140867876	173	30	9	4	1
20003_1140867878	maf_0.01	Treatment/medication code: sertraline	20003_1140867878	215	29	8	1	1
20003_1140867888	maf_0.01	Treatment/medication code: paroxetine	20003_1140867888	226	30	6	4	1
20003_1140867998	maf_0.01	Treatment/medication code: motilium 10mg tablet	20003_1140867998	73	12	1	0	0
20003_1140868064	maf_0.01	Treatment/medication code: serc-8 tablet	20003_1140868064	92	15	4	1	0
20003_1140868080	maf_0.01	Treatment/medication code: cyclizine	20003_1140868080	109	9	1	0	0
20003_1140868170	maf_0.01	Treatment/medication code: prochlorperazine	20003_1140868170	179	31	7	1	0
20003_1140868172	maf_0.01	Treatment/medication code: stemetil 5mg tablet	20003_1140868172	129	18	3	0	0
20003_1140868226	maf_0.01	Treatment/medication code: aspirin	20003_1140868226	332	83	24	12	8
20003_1140868364	maf_0.01	Treatment/medication code: prednisone	20003_1140868364	155	27	2	1	0
20003_1140868372	maf_0.01	Treatment/medication code: climaval 1mg tablet	20003_1140868372	148	33	9	2	1
20003_1140868408	maf_0.01	Treatment/medication code: premarin 625micrograms tablet	20003_1140868408	229	29	3	1	0
20003_1140868426	maf_0.01	Treatment/medication code: triamcinolone	20003_1140868426	106	13	3	0	0
20003_1140868458	maf_0.01	Treatment/medication code: hormonin tablet	20003_1140868458	95	14	2	0	0
20003_1140868460	maf_0.01	Treatment/medication code: progynova 1mg tablet	20003_1140868460	107	14	1	0	0
20003_1140868472	maf_0.01	Treatment/medication code: vagifem 25mcg pessary	20003_1140868472	229	38	8	5	0
20003_1140868482	maf_0.01	Treatment/medication code: tibolone	20003_1140868482	188	30	9	1	0
20003_1140868518	maf_0.01	Treatment/medication code: nuvelle tablet	20003_1140868518	99	14	4	0	0
20003_1140868532	maf_0.01	Treatment/medication code: testosterone product	20003_1140868532	129	15	2	0	0
20003_1140868550	maf_0.01	Treatment/medication code: finasteride	20003_1140868550	239	44	8	2	1
20003_1140868580	maf_0.01	Treatment/medication code: norethisterone	20003_1140868580	135	21	3	0	0
20003_1140868588	maf_0.01	Treatment/medication code: progesterone product	20003_1140868588	95	13	1	1	0
20003_1140868772	maf_0.01	Treatment/medication code: didronel 200mg tablet	20003_1140868772	100	10	1	1	1
20003_1140869034	maf_0.01	Treatment/medication code: ortho-gynest 500micrograms pessary	20003_1140869034	133	18	2	2	0
20003_1140869036	maf_0.01	Treatment/medication code: ovestin 0.1% vaginal cream	20003_1140869036	130	20	3	0	0
20003_1140869164	maf_0.01	Treatment/medication code: mercilon tablet	20003_1140869164	74	15	4	0	0
20003_1140869176	maf_0.01	Treatment/medication code: logynon tablet	20003_1140869176	115	12	1	0	0
20003_1140869180	maf_0.01	Treatment/medication code: microgynon 30 tablet	20003_1140869180	180	32	3	1	0
20003_1140869276	maf_0.01	Treatment/medication code: micronor tablet	20003_1140869276	180	28	3	0	0
20003_1140869278	maf_0.01	Treatment/medication code: noriday tablet	20003_1140869278	134	19	3	0	0
20003_1140869324	maf_0.01	Treatment/medication code: loestrin 20 tablet	20003_1140869324	103	11	2	0	0
20003_1140869346	maf_0.01	Treatment/medication code: cilest tablet	20003_1140869346	96	15	2	0	0
20003_1140869362	maf_0.01	Treatment/medication code: femulen tablet	20003_1140869362	149	29	2	1	0
20003_1140869370	maf_0.01	Treatment/medication code: norgeston tablet	20003_1140869370	91	7	0	0	0
20003_1140869848	maf_0.01	Treatment/medication code: methotrexate	20003_1140869848	235	55	14	8	6
20003_1140869930	maf_0.01	Treatment/medication code: azathioprine	20003_1140869930	206	19	3	1	0
20003_1140870164	maf_0.01	Treatment/medication code: tamoxifen	20003_1140870164	236	41	7	1	0
20003_1140870196	maf_0.01	Treatment/medication code: zoladex 3.6mg implant	20003_1140870196	116	17	4	2	1
20003_1140870306	maf_0.01	Treatment/medication code: iron+folic acid	20003_1140870306	122	29	7	2	0
20003_1140870390	maf_0.01	Treatment/medication code: ferrous sulphate	20003_1140870390	236	37	5	3	1
20003_1140870422	maf_0.01	Treatment/medication code: folic acid product	20003_1140870422	241	41	9	5	4
20003_1140870488	maf_0.01	Treatment/medication code: forceval capsule	20003_1140870488	87	10	1	1	1
20003_1140870570	maf_0.01	Treatment/medication code: vitamin b12 preparation	20003_1140870570	227	33	7	2	1
20003_1140870788	maf_0.01	Treatment/medication code: calcium salts	20003_1140870788	199	28	2	0	0
20003_1140870856	maf_0.01	Treatment/medication code: calcichew 1.25g chewable tablet	20003_1140870856	206	37	8	3	0
20003_1140870862	maf_0.01	Treatment/medication code: calcichew forte 2.5g chewable tablet	20003_1140870862	147	21	3	0	0
20003_1140870954	maf_0.01	Treatment/medication code: vitamin d product	20003_1140870954	209	33	8	1	0
20003_1140870956	maf_0.01	Treatment/medication code: alfacalcidol	20003_1140870956	133	24	4	0	0
20003_1140871024	maf_0.01	Treatment/medication code: vitamin b compound tablet	20003_1140871024	220	35	8	1	0
20003_1140871050	maf_0.01	Treatment/medication code: calcichew d3 tablet	20003_1140871050	234	37	3	1	0
20003_1140871052	maf_0.01	Treatment/medication code: calcium carbonate+cholecalciferol 1.25g/5micrograms tablet	20003_1140871052	96	8	0	0	0
20003_1140871112	maf_0.01	Treatment/medication code: vitamin e product	20003_1140871112	234	30	3	1	0
20003_1140871168	maf_0.01	Treatment/medication code: voltarol 25mg e/c tablet	20003_1140871168	153	23	4	0	0
20003_1140871188	maf_0.01	Treatment/medication code: etodolac	20003_1140871188	126	22	2	0	0
20003_1140871196	maf_0.01	Treatment/medication code: lodine 200mg tablet	20003_1140871196	102	11	4	0	0
20003_1140871266	maf_0.01	Treatment/medication code: arthrotec tablet	20003_1140871266	191	23	5	1	1
20003_1140871310	maf_0.01	Treatment/medication code: ibuprofen	20003_1140871310	294	47	7	2	1
20003_1140871336	maf_0.01	Treatment/medication code: indomethacin	20003_1140871336	125	25	7	3	1
20003_1140871462	maf_0.01	Treatment/medication code: naproxen	20003_1140871462	211	30	4	0	0
20003_1140871472	maf_0.01	Treatment/medication code: naprosyn 250mg tablet	20003_1140871472	133	14	3	0	0
20003_1140871506	maf_0.01	Treatment/medication code: ketoprofen	20003_1140871506	95	11	2	1	0
20003_1140871542	maf_0.01	Treatment/medication code: mefenamic acid	20003_1140871542	155	22	3	0	0
20003_1140871666	maf_0.01	Treatment/medication code: piroxicam	20003_1140871666	90	11	4	0	0
20003_1140871680	maf_0.01	Treatment/medication code: tylex capsule	20003_1140871680	116	26	2	0	0
20003_1140871688	maf_0.01	Treatment/medication code: solpadol caplet	20003_1140871688	141	22	3	2	0
20003_1140871692	maf_0.01	Treatment/medication code: morphine	20003_1140871692	150	28	4	0	0
20003_1140871732	maf_0.01	Treatment/medication code: buprenorphine	20003_1140871732	135	22	2	1	0
20003_1140872036	maf_0.01	Treatment/medication code: paramax tablet	20003_1140872036	107	24	3	0	0
20003_1140872072	maf_0.01	Treatment/medication code: tegretol 100mg tablet	20003_1140872072	204	27	1	0	0
20003_1140872112	maf_0.01	Treatment/medication code: epanutin 25mg capsule	20003_1140872112	131	17	2	0	0
20003_1140872150	maf_0.01	Treatment/medication code: clonazepam	20003_1140872150	123	20	3	0	0
20003_1140872198	maf_0.01	Treatment/medication code: sodium valproate	20003_1140872198	122	22	4	1	0
20003_1140872200	maf_0.01	Treatment/medication code: epilim 100mg crushable tablet	20003_1140872200	193	24	3	1	0
20003_1140872228	maf_0.01	Treatment/medication code: gabapentin	20003_1140872228	238	36	7	0	0
20003_1140872290	maf_0.01	Treatment/medication code: lamotrigine	20003_1140872290	173	28	4	0	0
20003_1140872338	maf_0.01	Treatment/medication code: madopar 62.5 capsule	20003_1140872338	84	9	0	0	0
20003_1140872492	maf_0.01	Treatment/medication code: nicotine product	20003_1140872492	101	17	3	1	0
20003_1140872694	maf_0.01	Treatment/medication code: flucloxacillin	20003_1140872694	85	9	1	0	0
20003_1140873394	maf_0.01	Treatment/medication code: doxycycline	20003_1140873394	144	23	2	1	0
20003_1140873450	maf_0.01	Treatment/medication code: tetracycline	20003_1140873450	99	18	4	0	0
20003_1140873474	maf_0.01	Treatment/medication code: lymecycline	20003_1140873474	110	20	4	0	0
20003_1140873476	maf_0.01	Treatment/medication code: tetralysal 300 capsule	20003_1140873476	100	13	3	2	0
20003_1140873480	maf_0.01	Treatment/medication code: minocycline	20003_1140873480	114	19	1	0	0
20003_1140873548	maf_0.01	Treatment/medication code: oxytetracycline	20003_1140873548	247	46	8	3	1
20003_1140873608	maf_0.01	Treatment/medication code: erythromycin	20003_1140873608	127	17	2	0	0
20003_1140873966	maf_0.01	Treatment/medication code: trimethoprim	20003_1140873966	159	21	5	1	0
20003_1140874014	maf_0.01	Treatment/medication code: metronidazole	20003_1140874014	107	17	3	1	0
20003_1140874126	maf_0.01	Treatment/medication code: nitrofurantoin	20003_1140874126	138	24	5	0	0
