filename	maf	pval	MLE	lower_ci	upper_ci	SNP_number	phenotype_name	phenotype_code
20003_1140874852	maf_0.01	pval_1e-5	2.67889707837071	0.572888793961563	4.35485439504219	34	Treatment/medication code: thyroxine sodium	20003_1140874852
20003_1140874866	maf_0.01	pval_1e-5	7.04085482310986	2.59516054699297	10.2770898996719	26	Treatment/medication code: carbimazole	20003_1140874866
20003_1140874896	maf_0.01	pval_1e-5	4.27475995183954	1.24327711757777	6.43406858305998	43	Treatment/medication code: hydrocortisone	20003_1140874896
20003_1140874930	maf_0.01	pval_1e-5	2.25214701350267	0.209261113323137	3.90798440574222	34	Treatment/medication code: prednisolone	20003_1140874930
20003_1140875336	maf_0.01	pval_1e-5	9.42217065759261	7.55905638358514	11.8745015570289	12	Treatment/medication code: nabumetone	20003_1140875336
20003_1140875392	maf_0.01	pval_1e-5	7.74863935687945	4.25831390352056	10.6163819343472	21	Treatment/medication code: plaquenil 200mg tablet	20003_1140875392
20003_1140875408	maf_0.01	pval_1e-5	0.956839430328858	0.236840229821971	1.62975664974271	72	Treatment/medication code: allopurinol	20003_1140875408
20003_1140875420	maf_0.01	pval_1e-5	4.93213880369397	0.307434140070753	8.07408533673587	28	Treatment/medication code: baclofen	20003_1140875420
20003_1140875486	maf_0.01	pval_1e-5	2.55903580440851	-1.08778476328794	5.40522220071187	15	Treatment/medication code: colchicine	20003_1140875486
20003_1140875632	maf_0.01	pval_1e-5	3.70258370014569	-0.267177938219092	6.6701687356261	16	Treatment/medication code: movelat gel	20003_1140875632
20003_1140875840	maf_0.01	pval_1e-5	6.40014979341056	1.40390446753411	9.57277636914721	23	Treatment/medication code: timolol 0.25% eye drops	20003_1140875840
20003_1140875990	maf_0.01	pval_1e-5	3.91314466212372	0.683658453500052	6.3697108740246	37	Treatment/medication code: hypromellose	20003_1140875990
20003_1140876076	maf_0.01	pval_1e-5	2.09330866335614	0.742338137131209	3.23836190230128	43	Treatment/medication code: flixonase 50micrograms aqueous nasal spray	20003_1140876076
20003_1140876136	maf_0.01	pval_1e-5	2.39850990668143	0.571133931477859	3.86183657631552	34	Treatment/medication code: beconase 50micrograms nasal spray	20003_1140876136
20003_1140876146	maf_0.01	pval_1e-5	8.2964762727182	4.90818892010408	11.7846778321626	21	Treatment/medication code: rhinocort 50micrograms nasal spray	20003_1140876146
20003_1140876404	maf_0.01	pval_1e-5	2.67613209744039	-2.77916594121401	6.65585169885583	13	Treatment/medication code: aqueous cream bp	20003_1140876404
20003_1140876592	maf_0.01	pval_1e-5	1.45429662815444	-0.114848793145512	2.81891312493983	23	Treatment/medication code: multivitamin+mineral preparations	20003_1140876592
20003_1140877630	maf_0.01	pval_1e-5	2.27696161539056	-1.91831714135588	5.41165984978925	14	Treatment/medication code: calcium+ergocalciferol tablet	20003_1140877630
20003_1140877826	maf_0.01	pval_1e-5	3.48982201794649	0.325147450204562	6.04902344758646	20	Treatment/medication code: sodium bicarbonate	20003_1140877826
20003_1140877892	maf_0.01	pval_1e-5	6.20249193992212	0.789204947529213	9.7931654361702	23	Treatment/medication code: voltarol emulgel	20003_1140877892
20003_1140878036	maf_0.01	pval_1e-5	7.84263218482719	5.11945491550276	10.0590068056174	21	Treatment/medication code: diclofenac sodium+misoprostol	20003_1140878036
20003_1140878172	maf_0.01	pval_1e-5	2.92187194463052	-2.82052197703918	6.91891976446148	14	Treatment/medication code: tears naturale eye drops	20003_1140878172
20003_1140878186	maf_0.01	pval_1e-5	9.99993400116472	9.99989931226294	9.9999372733239	14	Treatment/medication code: liquifilm tears 1.4% eye drops	20003_1140878186
20003_1140878226	maf_0.01	pval_1e-5	4.48127587201764	0.516251878832789	7.28744690396723	28	Treatment/medication code: diprobase cream	20003_1140878226
20003_1140878304	maf_0.01	pval_1e-5	2.36821342805226	-1.13045393829423	4.9640178359963	17	Treatment/medication code: e45 cream	20003_1140878304
20003_1140878324	maf_0.01	pval_1e-5	3.78138783276695	-1.81065648258279	7.60915990756989	16	Treatment/medication code: oilatum cream	20003_1140878324
20003_1140879392	maf_0.01	pval_1e-5	3.24230127083092	0.9140912680189	5.1138477136191	18	Treatment/medication code: manevac granules	20003_1140879392
20003_1140879404	maf_0.01	pval_1e-5	9.9999443994593	9.99993040178001	9.9999544053575	21	Treatment/medication code: docusate sodium	20003_1140879404
20003_1140879406	maf_0.01	pval_1e-5	1.48242168813661	-0.0088205569437696	2.79833564658684	27	Treatment/medication code: ranitidine	20003_1140879406
20003_1140879424	maf_0.01	pval_1e-5	3.92256736601736	-0.668448918275019	7.08227217802059	17	Treatment/medication code: alverine	20003_1140879424
20003_1140879428	maf_0.01	pval_1e-5	2.04877491068983	0.882857763622219	3.0299824110064	37	Treatment/medication code: mebeverine	20003_1140879428
20003_1140879430	maf_0.01	pval_1e-5	3.21352474901373	-2.0948753328595	6.81787723835641	28	Treatment/medication code: domperidone	20003_1140879430
20003_1140879464	maf_0.01	pval_1e-5	3.28361862113645	-0.438800709593492	5.98744858572527	32	Treatment/medication code: loperamide	20003_1140879464
20003_1140879494	maf_0.01	pval_1e-5	3.43197513120193	0.136904340522271	5.95162773582026	20	Treatment/medication code: metoclopramide	20003_1140879494
20003_1140879540	maf_0.01	pval_1e-5	1.78322712952907	0.393775905564594	2.99896125295119	29	Treatment/medication code: fluoxetine	20003_1140879540
20003_1140879616	maf_0.01	pval_1e-5	1.25462490526694	0.299648581953025	2.13215745218998	41	Treatment/medication code: amitriptyline	20003_1140879616
20003_1140879620	maf_0.01	pval_1e-5	9.999943677717	8.60592685416922	12.5720113856728	25	Treatment/medication code: clomipramine	20003_1140879620
20003_1140879628	maf_0.01	pval_1e-5	4.44304194530456	-1.62373087407363	8.31082269880359	15	Treatment/medication code: dothiepin	20003_1140879628
20003_1140879630	maf_0.01	pval_1e-5	5.29083666774923	-0.734762935954305	8.7885960402171	22	Treatment/medication code: imipramine	20003_1140879630
20003_1140879634	maf_0.01	pval_1e-5	4.3346157594118	1.34600320370697	6.65349946102742	34	Treatment/medication code: trazodone	20003_1140879634
20003_1140879644	maf_0.01	pval_1e-5	3.54412201600654	-1.85890419842038	7.44858104381382	17	Treatment/medication code: amantadine	20003_1140879644
20003_1140879658	maf_0.01	pval_1e-5	3.22463516441623	-3.92185165945121	7.67340736527523	14	Treatment/medication code: chlorpromazine	20003_1140879658
20003_1140879760	maf_0.01	pval_1e-5	1.09777989743536	0.0278425955959516	2.03275040304164	35	Treatment/medication code: bisoprolol	20003_1140879760
20003_1140879762	maf_0.01	pval_1e-5	9.99995694356576	9.65164801550809	10.4271336477735	14	Treatment/medication code: celiprolol	20003_1140879762
20003_1140879778	maf_0.01	pval_1e-5	1.79122804023762	0.18453214874809	3.08252326337665	39	Treatment/medication code: doxazosin	20003_1140879778
20003_1140879792	maf_0.01	pval_1e-5	3.33228203064909	0.0632311832762302	5.8655453312677	33	Treatment/medication code: terbutaline	20003_1140879792
20003_1140879798	maf_0.01	pval_1e-5	9.99994394156525	9.99992114551997	9.99995534093454	11	Treatment/medication code: terazosin	20003_1140879798
20003_1140879802	maf_0.01	pval_1e-5	0.996461151352462	0.378445870702287	1.59225106764013	120	Treatment/medication code: amlodipine	20003_1140879802
20003_1140879806	maf_0.01	pval_1e-5	1.80688164430214	0.359395744464327	3.04343122826793	26	Treatment/medication code: diltiazem	20003_1140879806
20003_1140879818	maf_0.01	pval_1e-5	4.25477379050567	-0.525877262005896	7.39423472634478	34	Treatment/medication code: metoprolol	20003_1140879818
20003_1140879842	maf_0.01	pval_1e-5	1.91457715461292	0.732062618115404	2.92065256534506	43	Treatment/medication code: propranolol	20003_1140879842
20003_1140879854	maf_0.01	pval_1e-5	3.68724078552947	-0.178611632137423	6.42189249654126	37	Treatment/medication code: sotalol	20003_1140879854
20003_1140879866	maf_0.01	pval_1e-5	3.14219311832706	-0.169414072892335	5.7192657792614	22	Treatment/medication code: timolol	20003_1140879866
20003_1140880072	maf_0.01	pval_1e-5	9.99994396722155	9.9999190004822	9.99995912145919	14	Treatment/medication code: gamolenic acid	20003_1140880072
20003_1140880086	maf_0.01	pval_1e-5	2.10576374221601	-0.029737115623526	3.88835512774619	22	Treatment/medication code: calcipotriol	20003_1140880086
20003_1140880956	maf_0.01	pval_1e-5	1.1164581611519	-1.14812742876025	3.10842214781741	15	Treatment/medication code: fentanyl	20003_1140880956
20003_1140881320	maf_0.01	pval_1e-5	4.93657938104937	-2.18688935999883	9.38319852145063	14	Treatment/medication code: magnesium carbonate	20003_1140881320
20003_1140881446	maf_0.01	pval_1e-5	9.99995304825537	9.99994007320431	9.99997063361986	21	Treatment/medication code: proctosedyl ointment	20003_1140881446
20003_1140881472	maf_0.01	pval_1e-5	2.92757822266964	1.10617845477953	4.44510298876993	24	Treatment/medication code: lacri-lube eye ointment	20003_1140881472
20003_1140881474	maf_0.01	pval_1e-5	4.65311575342659	-2.13211411336893	8.64439221179595	15	Treatment/medication code: normacol granules	20003_1140881474
20003_1140881702	maf_0.01	pval_1e-5	2.27659755084057	-0.23244092213875	4.2638748454413	22	Treatment/medication code: adalate 10mg capsule	20003_1140881702
20003_1140881856	maf_0.01	pval_1e-5	1.06449128086666	0.149431863146296	1.95858798172003	43	Treatment/medication code: salbutamol	20003_1140881856
20003_1140881882	maf_0.01	pval_1e-5	5.86696058816314	0.0586094384694071	9.87075663524324	23	Treatment/medication code: timoptol 0.25% eye drops	20003_1140881882
20003_1140882236	maf_0.01	pval_1e-5	4.07991133597006	-1.95404929796742	7.63424600663622	29	Treatment/medication code: seroxat 20mg tablet	20003_1140882236
20003_1140882272	maf_0.01	pval_1e-5	9.43768698854864	7.44829330154206	12.3476440089597	18	Treatment/medication code: oramorph 10mg/5ml oral solution	20003_1140882272
20003_1140882394	maf_0.01	pval_1e-5	3.27278024113834	-2.40977094794375	7.0723344253654	18	Treatment/medication code: paracetamol + codeine	20003_1140882394
20003_1140882498	maf_0.01	pval_1e-5	3.03779468056059	-1.72373658379143	6.48414557205529	17	Treatment/medication code: penicillin	20003_1140882498
20003_1140882618	maf_0.01	pval_1e-5	4.34900702143276	-3.18650354595877	8.80258443430627	17	Treatment/medication code: diprosalic ointment	20003_1140882618
20003_1140882626	maf_0.01	pval_1e-5	9.99994390544866	9.99991821448838	9.99995797260774	15	Treatment/medication code: betnesol 0.1% eye/ear/nose drops	20003_1140882626
20003_1140882694	maf_0.01	pval_1e-5	2.40866596868915	1.32278266056476	3.32979951009005	50	Treatment/medication code: betnovate cream	20003_1140882694
20003_1140882728	maf_0.01	pval_1e-5	5.90125011621103	1.57462662322589	8.87137048446602	21	Treatment/medication code: otomize ear spray	20003_1140882728
20003_1140882776	maf_0.01	pval_1e-5	2.76186517802858	-1.23846956070658	5.84588951277846	12	Treatment/medication code: fucibet cream	20003_1140882776
20003_1140882782	maf_0.01	pval_1e-5	2.81362798467012	-0.965951892458194	5.52350232187661	24	Treatment/medication code: dermovate cream	20003_1140882782
20003_1140882800	maf_0.01	pval_1e-5	3.67921012407903	-1.81716962078949	7.40235679492043	31	Treatment/medication code: eumovate cream	20003_1140882800
20003_1140882910	maf_0.01	pval_1e-5	5.16537024193392	-1.40719971044753	9.31003718009485	20	Treatment/medication code: daktacort cream	20003_1140882910
20003_1140883066	maf_0.01	pval_1e-5	2.13488087714387	0.989706659488919	3.16422705620635	62	Treatment/medication code: insulin product	20003_1140883066
20003_1140883468	maf_0.01	pval_1e-5	2.05268733876661	0.358469629763942	3.55558651145115	28	Treatment/medication code: clonidine	20003_1140883468
20003_1140883476	maf_0.01	pval_1e-5	8.87527670843159	6.52347864060719	11.4275320996348	20	Treatment/medication code: procyclidine	20003_1140883476
20003_1140883504	maf_0.01	pval_1e-5	1.46516394666889	0.336293082941316	2.47225854252877	42	Treatment/medication code: cetirizine	20003_1140883504
20003_1140883524	maf_0.01	pval_1e-5	3.94275725599758	-3.90214291705532	8.54940593127391	16	Treatment/medication code: cinnarizine	20003_1140883524
20003_1140883548	maf_0.01	pval_1e-5	3.27747146945816	-0.00497337630809147	5.77208636376461	27	Treatment/medication code: ipratropium	20003_1140883548
20003_1140883568	maf_0.01	pval_1e-5	4.06864736937802	-4.00414874870134	8.15466680252327	32	Treatment/medication code: oxybutynin	20003_1140883568
20003_1140883656	maf_0.01	pval_1e-5	8.56229436907872	5.27440482466028	12.1639831323855	13	Treatment/medication code: hydroxyzine	20003_1140883656
20003_1140883664	maf_0.01	pval_1e-5	3.41946345018786	-0.343696524589422	6.08517022309712	40	Treatment/medication code: pizotifen	20003_1140883664
20003_1140883748	maf_0.01	pval_1e-5	3.32503330811301	-2.1405264849634	7.01392312464352	33	Treatment/medication code: selenium product	20003_1140883748
20003_1140883968	maf_0.01	pval_1e-5	3.76467309000732	-4.6384872962376	8.54494867037747	17	Treatment/medication code: carmellose	20003_1140883968
20003_1140884308	maf_0.01	pval_1e-5	4.04605939318556	-0.444709630014597	7.05404041139975	30	Treatment/medication code: hydroxychloroquine	20003_1140884308
20003_1140884412	maf_0.01	pval_1e-5	4.42424900261161	1.95734638192193	6.30683152386749	31	Treatment/medication code: sumatriptan	20003_1140884412
20003_1140884444	maf_0.01	pval_1e-5	2.31199326695152	1.05435138040822	3.3192506929236	52	Treatment/medication code: codeine	20003_1140884444
20003_1140884464	maf_0.01	pval_1e-5	2.96598809318084	1.19482596982148	4.4383890723962	46	Treatment/medication code: dihydrocodeine	20003_1140884464
20003_1140884488	maf_0.01	pval_1e-5	1.77437982131955	0.563438604261818	2.84597845818307	39	Treatment/medication code: diclofenac	20003_1140884488
20003_1140884516	maf_0.01	pval_1e-5	2.30527619746843	1.01000437721691	3.39634633654395	70	Treatment/medication code: thyroxine product	20003_1140884516
20003_1140884600	maf_0.01	pval_1e-5	0.255336829973253	-0.28086400488096	0.714400451810731	141	Treatment/medication code: metformin	20003_1140884600
20003_1140884654	maf_0.01	pval_1e-5	3.09646765797673	0.398104598201693	5.16255963223971	38	Treatment/medication code: beclomethasone	20003_1140884654
20003_1140884672	maf_0.01	pval_1e-5	6.874716394487	2.26012584622693	10.2891196115236	27	Treatment/medication code: fludrocortisone	20003_1140884672
20003_1140884696	maf_0.01	pval_1e-5	3.84946992200421	-1.02860342955089	7.44407366789242	11	Treatment/medication code: clobetasone	20003_1140884696
20003_1140884700	maf_0.01	pval_1e-5	4.41837296209087	-2.65641510525488	8.82857181774471	14	Treatment/medication code: trimovate ointment	20003_1140884700
20003_1140888092	maf_0.01	pval_1e-5	4.00775253376945	-0.454727531091119	7.0559116977197	19	Treatment/medication code: elocon cream	20003_1140888092
20003_1140888098	maf_0.01	pval_1e-5	2.71987066411295	0.448782965372646	4.52336508086441	40	Treatment/medication code: fluticasone	20003_1140888098
20003_1140888172	maf_0.01	pval_1e-5	5.80171494295246	2.37954233660321	8.13952548337418	36	Treatment/medication code: mometasone	20003_1140888172
20003_1140888266	maf_0.01	pval_1e-5	2.13749101962664	0.963257721896754	3.16331875229376	50	Treatment/medication code: warfarin	20003_1140888266
20003_1140888362	maf_0.01	pval_1e-5	4.32320793349126	-3.38804102486725	8.81838470591573	13	Treatment/medication code: pyridoxine preparation	20003_1140888362
20003_1140888366	maf_0.01	pval_1e-5	9.28633482498514	6.77620927286193	12.7965163440038	29	Treatment/medication code: thiamine preparation	20003_1140888366
20003_1140888386	maf_0.01	pval_1e-5	3.37317684254869	-0.380061233940377	5.96229150451259	27	Treatment/medication code: iron product	20003_1140888386
20003_1140888390	maf_0.01	pval_1e-5	9.9999561280284	9.99994501264432	9.9999780977617	12	Treatment/medication code: ferrous salt product	20003_1140888390
20003_1140888502	maf_0.01	pval_1e-5	4.84877453223482	1.43248767674999	7.44952333231682	27	Treatment/medication code: amiodarone	20003_1140888502
20003_1140888510	maf_0.01	pval_1e-5	3.02520699376071	-2.21080927597849	6.60966581054925	26	Treatment/medication code: verapamil	20003_1140888510
20003_1140888512	maf_0.01	pval_1e-5	5.9088598793358	1.2929145378447	9.19083390184463	19	Treatment/medication code: amiloride	20003_1140888512
20003_1140888538	maf_0.01	pval_1e-5	3.03330956194569	0.673425846098906	4.93224396637757	31	Treatment/medication code: zinc product	20003_1140888538
20003_1140888552	maf_0.01	pval_1e-5	2.28062082336044	0.961056896269304	3.41439046711628	45	Treatment/medication code: enalapril	20003_1140888552
20003_1140888556	maf_0.01	pval_1e-5	4.77808050750291	0.0235705564449091	8.08863340063991	25	Treatment/medication code: fosinopril	20003_1140888556
20003_1140888560	maf_0.01	pval_1e-5	1.4016057706349	0.166221574695933	2.52053703549467	31	Treatment/medication code: perindopril	20003_1140888560
20003_1140888570	maf_0.01	pval_1e-5	3.07716297128525	1.4343409970516	4.44575006414345	46	Treatment/medication code: flecainide	20003_1140888570
20003_1140888594	maf_0.01	pval_1e-5	2.38508487294752	-1.62301208599397	5.41880729280226	16	Treatment/medication code: fluvastatin	20003_1140888594
20003_1140888646	maf_0.01	pval_1e-5	1.25585031928197	0.402650070591566	2.04666091376118	51	Treatment/medication code: felodipine	20003_1140888646
20003_1140888648	maf_0.01	pval_1e-5	4.22934125366046	-2.77728494634751	8.1319046862713	25	Treatment/medication code: pravastatin	20003_1140888648
20003_1140888688	maf_0.01	pval_1e-5	2.91321781990832	-0.466319517009279	5.51715616844737	33	Treatment/medication code: betahistine	20003_1140888688
20003_1140888758	maf_0.01	pval_1e-5	4.0336535108093	-4.146205079148	8.7013644578121	13	Treatment/medication code: penicillin v	20003_1140888758
20003_1140888762	maf_0.01	pval_1e-5	5.03705888989926	-1.51368735189869	9.11494743589762	13	Treatment/medication code: ismn - isosorbide mononitrate	20003_1140888762
20003_1140909368	maf_0.01	pval_1e-5	2.55383200840025	0.523940103222313	4.15063049884428	28	Treatment/medication code: carvedilol	20003_1140909368
20003_1140909482	maf_0.01	pval_1e-5	2.51677287003461	-0.756909965451166	4.92462905266602	20	Treatment/medication code: opticrom allergy eye drops	20003_1140909482
20003_1140909578	maf_0.01	pval_1e-5	2.96614868744738	-0.444679092233514	5.57553031728462	26	Treatment/medication code: losec 10mg capsule	20003_1140909578
20003_1140909674	maf_0.01	pval_1e-5	0.680736455722093	-0.477860504014876	1.70306186095487	27	Treatment/medication code: cod liver oil capsule	20003_1140909674
20003_1140909702	maf_0.01	pval_1e-5	2.99604541794428	-0.802944608634764	5.79928676794894	27	Treatment/medication code: sulfasalazine	20003_1140909702
20003_1140909708	maf_0.01	pval_1e-5	1.50450113198098	0.402975327592616	2.4464922627147	36	Treatment/medication code: furosemide	20003_1140909708
20003_1140909726	maf_0.01	pval_1e-5	1.63775909889799	0.625451704507736	2.54282555659611	43	Treatment/medication code: vitamin c product	20003_1140909726
20003_1140909766	maf_0.01	pval_1e-5	4.41578798300082	1.15200041069836	6.80654309239823	30	Treatment/medication code: multivitamins capsule	20003_1140909766
20003_1140909786	maf_0.01	pval_1e-5	2.18486989222317	0.140841320077247	3.78305323167187	37	Treatment/medication code: beclometasone	20003_1140909786
20003_1140909788	maf_0.01	pval_1e-5	3.83990956562398	-0.298178322873346	6.7042485143964	26	Treatment/medication code: sodium cromoglicate	20003_1140909788
20003_1140909790	maf_0.01	pval_1e-5	4.18185201237375	-0.880145483939433	7.61500994770919	29	Treatment/medication code: chlorphenamine	20003_1140909790
20003_1140909806	maf_0.01	pval_1e-5	9.99994039139013	9.99991809387715	9.99995479254834	36	Treatment/medication code: dosulepin	20003_1140909806
20003_1140909872	maf_0.01	pval_1e-5	4.90418918709257	0.090094110895178	8.23228497140873	19	Treatment/medication code: vitamin b1 preparation	20003_1140909872
20003_1140909874	maf_0.01	pval_1e-5	3.42721751841808	-0.183077196148536	5.99656376947168	32	Treatment/medication code: vitamin b6 preparation	20003_1140909874
20003_1140909936	maf_0.01	pval_1e-5	4.09868819932982	0.236700781315496	6.89617739786844	25	Treatment/medication code: indometacin	20003_1140909936
20003_1140909954	maf_0.01	pval_1e-5	6.30737519784199	0.897828954770482	10.540211152858	12	Treatment/medication code: acyclovir	20003_1140909954
20003_1140910494	maf_0.01	pval_1e-5	3.98612788036014	1.38867165657605	6.02546359343539	27	Treatment/medication code: b12 - hydroxocobalamin prep	20003_1140910494
20003_1140910498	maf_0.01	pval_1e-5	6.09927304395188	0.635582542842442	9.83260021962973	11	Treatment/medication code: flu - influenza vaccine	20003_1140910498
20003_1140910512	maf_0.01	pval_1e-5	2.28070324472855	-1.71331781727822	5.36382644356799	14	Treatment/medication code: ismo - isosorbide mononitrate	20003_1140910512
20003_1140910548	maf_0.01	pval_1e-5	5.79856176489423	2.05225590855302	8.44000754399451	26	Treatment/medication code: iron sulphate	20003_1140910548
20003_1140910640	maf_0.01	pval_1e-5	4.14793148988039	1.27013985830004	6.30484858551567	25	Treatment/medication code: luteine	20003_1140910640
20003_1140910698	maf_0.01	pval_1e-5	5.24279539776136	0.703297485098779	8.26917999399535	18	Treatment/medication code: oil of peppermint	20003_1140910698
20003_1140910766	maf_0.01	pval_1e-5	8.67171587685734	5.76977450920935	11.7338028368342	45	Treatment/medication code: nicorandil	20003_1140910766
20003_1140910814	maf_0.01	pval_1e-5	9.99996187420729	9.99995350593406	9.99999077878544	19	Treatment/medication code: sodium thyroxine	20003_1140910814
20003_1140910832	maf_0.01	pval_1e-5	5.42110718007549	-0.70593587194439	9.23281643736507	23	Treatment/medication code: sodium warfarin	20003_1140910832
20003_1140911638	maf_0.01	pval_1e-5	2.47304466680997	-2.98446103467633	6.52760805125164	13	Treatment/medication code: kelp+garlic product	20003_1140911638
20003_1140911640	maf_0.01	pval_1e-5	9.99994434414393	9.99992931376625	9.99995369146399	22	Treatment/medication code: lecithin product	20003_1140911640
20003_1140911642	maf_0.01	pval_1e-5	2.61227247930794	-1.25768095471212	5.57097737224568	14	Treatment/medication code: tacrolimus	20003_1140911642
20003_1140911658	maf_0.01	pval_1e-5	2.915308444887	-0.109448955076948	5.15589889999	42	Treatment/medication code: imigran 50mg tablet	20003_1140911658
20003_1140911682	maf_0.01	pval_1e-5	9.10335913529327	6.76329944863634	12.1957151943557	26	Treatment/medication code: selenium ace tablet	20003_1140911682
20003_1140911698	maf_0.01	pval_1e-5	4.49771315527072	-0.388760910905557	7.88628525594881	11	Treatment/medication code: slozem 120mg m/r capsule	20003_1140911698
20003_1140911730	maf_0.01	pval_1e-5	2.98575217043014	1.04440127873986	4.54071614802696	52	Treatment/medication code: flax oil tablet	20003_1140911730
20003_1140911732	maf_0.01	pval_1e-5	1.77894270868733	-0.0501697744649447	3.25790488712145	28	Treatment/medication code: garlic product	20003_1140911732
20003_1140911734	maf_0.01	pval_1e-5	2.8029453099167	0.992950984968372	4.21646660599141	43	Treatment/medication code: ginkgo forte tablet	20003_1140911734
20003_1140911736	maf_0.01	pval_1e-5	2.5989309472396	0.658281109239622	4.22594802530153	24	Treatment/medication code: ginseng product	20003_1140911736
20003_1140911754	maf_0.01	pval_1e-5	2.84302443321329	0.34793806708913	4.80216932815122	28	Treatment/medication code: anadin tablet	20003_1140911754
20003_1140913292	maf_0.01	pval_1e-5	9.96268118755867	8.71714116289902	12.5911830271297	21	Treatment/medication code: synalar 1:10 cream	20003_1140913292
20003_1140916282	maf_0.01	pval_1e-5	2.65430268110828	0.493920779184568	4.39891929719496	37	Treatment/medication code: venlafaxine	20003_1140916282
20003_1140916288	maf_0.01	pval_1e-5	2.77918963329234	-0.0161454245023607	4.98665625401293	22	Treatment/medication code: efexor 37.5mg tablet	20003_1140916288
20003_1140916356	maf_0.01	pval_1e-5	1.88221705182253	0.786217567754386	2.8522775415144	44	Treatment/medication code: losartan	20003_1140916356
20003_1140916682	maf_0.01	pval_1e-5	1.64388111798976	0.167513075467584	2.88905323834076	30	Treatment/medication code: evening primrose oil	20003_1140916682
20003_1140916980	maf_0.01	pval_1e-5	3.38579173631559	-0.212371478242012	6.0766167185532	22	Treatment/medication code: zantac 75 tablet	20003_1140916980
20003_1140917034	maf_0.01	pval_1e-5	4.6725323986345	-2.70040413842353	8.93438823674358	13	Treatment/medication code: airomir 100micrograms cfc-free inhaler	20003_1140917034
20003_1140917428	maf_0.01	pval_1e-5	9.9999557370064	8.51377635152	12.7294744094138	15	Treatment/medication code: angitil sr 90 m/r capsule	20003_1140917428
20003_1140921600	maf_0.01	pval_1e-5	1.12736964925192	-0.278707931045114	2.34073024285736	31	Treatment/medication code: citalopram	20003_1140921600
20003_1140921828	maf_0.01	pval_1e-5	4.53420467450277	-0.369174869049364	7.77575415566145	25	Treatment/medication code: dicloflex 25mg e/c tablet	20003_1140921828
20003_1140922174	maf_0.01	pval_1e-5	0.895585613980509	-0.112604560671126	1.8053827741998	35	Treatment/medication code: alendronate sodium	20003_1140922174
20003_1140922714	maf_0.01	pval_1e-5	4.55561435247975	-2.96713075933096	9.11038843416823	14	Treatment/medication code: dorzolamide	20003_1140922714
20003_1140923276	maf_0.01	pval_1e-5	4.8821627359214	0.0912376886483415	8.22637098354431	21	Treatment/medication code: co-amilozide	20003_1140923276
20003_1140923336	maf_0.01	pval_1e-5	3.01365269503259	0.719789676147613	4.75634204603491	34	Treatment/medication code: co-tenidone	20003_1140923336
20003_1140923346	maf_0.01	pval_1e-5	1.51657040277198	0.365001259240858	2.52437150435581	40	Treatment/medication code: co-codamol	20003_1140923346
20003_1140923348	maf_0.01	pval_1e-5	9.99995170028449	8.75468755346358	12.5488123976549	20	Treatment/medication code: co-proxamol	20003_1140923348
20003_1140923350	maf_0.01	pval_1e-5	4.78915105908482	-1.5214666725084	8.48131179344571	36	Treatment/medication code: co-dydramol	20003_1140923350
20003_1140923402	maf_0.01	pval_1e-5	9.99994761274753	9.99993212556784	9.99996252365722	17	Treatment/medication code: co-amilofruse	20003_1140923402
20003_1140923484	maf_0.01	pval_1e-5	3.57508026443998	-4.05186430943276	8.08428872893714	14	Treatment/medication code: topiramate	20003_1140923484
20003_1140923572	maf_0.01	pval_1e-5	4.15744150796302	0.269947472938924	7.26069178702684	13	Treatment/medication code: adipine mr 10 m/r tablet	20003_1140923572
20003_1140923670	maf_0.01	pval_1e-5	3.32102037349546	-2.05867296849923	6.98027470275725	23	Treatment/medication code: gtn - glyceryl trinitrate	20003_1140923670
20003_1140923688	maf_0.01	pval_1e-5	8.11455994388269	4.99134604542775	10.6573602082263	17	Treatment/medication code: zoton 15mg capsule	20003_1140923688
20003_1140925800	maf_0.01	pval_1e-5	2.49836343705387	0.47340774802569	4.13303277779719	35	Treatment/medication code: movicol oral powder	20003_1140925800
20003_1140925978	maf_0.01	pval_1e-5	3.51343434401345	-5.06202286678302	8.30430699812792	10	Treatment/medication code: mycophenolate	20003_1140925978
20003_1140926606	maf_0.01	pval_1e-5	2.87142490550493	1.00856323116956	4.36049820527562	42	Treatment/medication code: salbutamol 100micrograms spacehaler	20003_1140926606
20003_1140926732	maf_0.01	pval_1e-5	2.5004867267221	0.197718552091791	4.33376352568196	25	Treatment/medication code: meloxicam	20003_1140926732
20003_1140926780	maf_0.01	pval_1e-5	6.16141737901035	0.582837443755854	10.1106592167162	26	Treatment/medication code: adizem-xl plus m/r capsule	20003_1140926780
20003_1140926922	maf_0.01	pval_1e-5	2.87841045660141	0.30909744520158	4.88216366991535	23	Treatment/medication code: antihistamine 60mg tablet	20003_1140926922
20003_1140927086	maf_0.01	pval_1e-5	4.96331820887908	-2.03843834497392	8.96021940440106	19	Treatment/medication code: arthrotec 50 tablet	20003_1140927086
20003_1140927320	maf_0.01	pval_1e-5	5.65559334174993	-0.294893535906282	9.44219657513808	14	Treatment/medication code: dermol 500 lotion	20003_1140927320
20003_1140927328	maf_0.01	pval_1e-5	3.18554853022294	0.356040701994196	5.20199090778099	32	Treatment/medication code: terbinafine	20003_1140927328
20003_1140927730	maf_0.01	pval_1e-5	3.38230410415127	-1.9830879311669	7.15835715695072	20	Treatment/medication code: epaderm ointment	20003_1140927730
