filename	maf	pval	mean_iaf	lower_ci	upper_ci	SNP_number	phenotype_name
20113_1.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.22032873030303	0.127995077551849	0.304366531131844	33	Illnesses of adopted mother: Heart disease
20113_10.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.26301330625	0.148302616729178	0.366592018094817	16	Illnesses of adopted mother: Alzheimer's disease/dementia
20113_100.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.34994155	0.204207389936756	0.483698564796548	24	Illnesses of adopted mother: None of the above (group 1)
20113_101.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.704908320689655	0.586801067514039	0.835089781134306	29	Illnesses of adopted mother: None of the above (group 2)
20113_12.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.287785325	0.188202245885428	0.380429442679365	20	Illnesses of adopted mother: Severe depression
20113_2.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.22967621875	0.103290171109751	0.336446844411004	16	Illnesses of adopted mother: Stroke
20113_3.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.29960489	0.194278844514363	0.39613876527248	20	Illnesses of adopted mother: Lung cancer
20113_4.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.278937558823529	0.203125307105348	0.346945420536094	17	Illnesses of adopted mother: Bowel cancer
20113_5.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.144156176470588	0.0904817764603458	0.191771055199754	17	Illnesses of adopted mother: Breast cancer
20113_6.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.281628038095238	0.163554521730787	0.385932266470023	21	Illnesses of adopted mother: Chronic bronchitis/emphysema
20113_8.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.420764095454545	0.259424817762785	0.571079379651161	22	Illnesses of adopted mother: High blood pressure
20113_9.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.273010653846154	0.14253788521967	0.3823091623226	13	Illnesses of adopted mother: Diabetes
20114_1.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.283075715	0.164102563614276	0.392319490912721	20	Illnesses of adopted siblings: Heart disease
20114_100.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.744694808333333	0.626363259740174	0.878821336482436	24	Illnesses of adopted siblings: None of the above (group 1)
20114_101.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.915211857894737	0.873045952527504	0.965516807470032	57	Illnesses of adopted siblings: None of the above (group 2)
20114_12.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.297145427777778	0.209135017248286	0.374378270696162	18	Illnesses of adopted siblings: Severe depression
20114_8.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.170988454166667	0.0710617797181188	0.251625807275579	24	Illnesses of adopted siblings: High blood pressure
20114_9.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.294813642857143	0.177125191902714	0.388162274929744	14	Illnesses of adopted siblings: Diabetes
20116_0.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.503024342176871	0.478213591478522	0.528842129494035	441	Smoking status: Never
20116_1.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.511419648850575	0.469198971624233	0.553877561179131	174	Smoking status: Previous
20116_2.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.450929043452381	0.407970919561827	0.493486852175805	168	Smoking status: Current
20117_0.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.326234912765957	0.238455312890022	0.408929435648348	47	Alcohol drinker status: Never
20117_1.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.336169218604651	0.235341709071174	0.430105493734075	43	Alcohol drinker status: Previous
20117_2.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.565645481666667	0.487581471797838	0.642472455399872	60	Alcohol drinker status: Current
20118_11.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.352627830769231	0.305873023946095	0.396832583015585	260	Home area population density - urban or rural: Scotland - Large Urban Area
20118_12.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.241234083606557	0.153999100389413	0.323099285669808	61	Home area population density - urban or rural: Scotland - Other Urban Area
20118_13.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.156181620930233	0.0753219269460596	0.224188364484601	43	Home area population density - urban or rural: Scotland - Accessible Small Town
20118_16.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.170666863043478	0.0789321551621653	0.248664124191761	46	Home area population density - urban or rural: Scotland - Accessible Rural
20118_5.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.526749238666667	0.444777332730392	0.609085981926232	75	Home area population density - urban or rural: England/Wales - Urban - less sparse
20118_6.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.308868419047619	0.139367828012658	0.463825947947893	21	Home area population density - urban or rural: England/Wales - Town and Fringe - less sparse
20118_7.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.38851413	0.261821505386644	0.515881111794612	30	Home area population density - urban or rural: England/Wales - Village - less sparse
20118_8.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.3565375625	0.233897488302452	0.47585812261403	32	Home area population density - urban or rural: England/Wales - Hamlet and Isolated Dwelling - less sparse
20121_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.598790033333333	0.443548768711278	0.758488751952253	24	Cascot confidence score
20121_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.393732037037037	0.254462160338902	0.529174071383575	27	Cascot confidence score
20122.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.509277017647059	0.359341703472045	0.661467529791307	17	Bipolar disorder status
20126_0.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.52926177	0.436565517213327	0.623037709488553	50	Bipolar and major depression status: No Bipolar or Depression
20126_1.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.225846625	0.114874452310181	0.322679077346625	24	Bipolar and major depression status: Bipolar I Disorder
20126_2.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.203454113043478	0.0930702613326332	0.295528974690164	23	Bipolar and major depression status: Bipolar II Disorder
20126_3.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.337695521875	0.214981239098501	0.452653818550165	32	Bipolar and major depression status: Probable Recurrent major depression (severe)
20126_4.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.408508886666667	0.279841648695115	0.530092523325856	30	Bipolar and major depression status: Probable Recurrent major depression (moderate)
20126_5.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.372544741666667	0.223838351032277	0.515958807085024	24	Bipolar and major depression status: Single Probable major depression episode
20127_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.501282201634877	0.473678847003046	0.528863510692905	367	Neuroticism score
20127_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.492787199463807	0.464496185821987	0.520692572458543	373	Neuroticism score
20128.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.57036692	0.497098339746921	0.641893736916597	85	Number of fluid intelligence questions attempted within time limit
20150_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.516317398110465	0.495398405213907	0.537052830326101	688	Forced expiratory volume in 1-second (FEV1), Best measure
20150_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.513792015151515	0.492094402885585	0.534707133398554	693	Forced expiratory volume in 1-second (FEV1), Best measure
20151_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.515256943068641	0.495533900903873	0.535048938078971	743	Forced vital capacity (FVC), Best measure
20151_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.51194642922252	0.491820518242806	0.532152111823458	746	Forced vital capacity (FVC), Best measure
20152.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.548808466666667	0.409325467770096	0.688852519564538	27	Reproduciblity of spirometry measurement using ERS/ATS criteria
20153_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.519316089233279	0.4963087601958	0.542260956369644	613	Forced expiratory volume in 1-second (FEV1), predicted
20153_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.509389861285008	0.487574331522618	0.53165366025077	607	Forced expiratory volume in 1-second (FEV1), predicted
20154_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.501037681751825	0.470359679639031	0.532090539811383	274	Forced expiratory volume in 1-second (FEV1), predicted percentage
20154_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.499991833333333	0.467108509156567	0.53328957558762	264	Forced expiratory volume in 1-second (FEV1), predicted percentage
20160.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.485238124381625	0.453886718780059	0.516424936192463	283	Ever smoked
2020.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.483885864220183	0.427118072862442	0.541215032065252	109	Loneliness, isolation
2030.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.498566341176471	0.452747737011365	0.544414604938462	170	Guilty feelings
2040.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.491181062921348	0.449700381108632	0.531054908932751	178	Risk taking
20401.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.358062965625	0.241984141095761	0.468405900292514	32	Ever addicted to any substance or behaviour
20403.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.488886384931507	0.405553759042286	0.571186530875452	73	Amount of alcohol drunk on a typical drinking day
20404.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.350455521052632	0.198912809896239	0.495519248610545	19	Ever physically dependent on alcohol
20405_0.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.576434292982456	0.486677521278642	0.670374695225704	57	Ever had known person concerned about, or recommend reduction of, alcohol consumption: No
20405_1.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.396455668181818	0.227025107502428	0.553946738372181	22	Ever had known person concerned about, or recommend reduction of, alcohol consumption: Yes, but not in the last year
20405_2.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.398262179411765	0.286812906948925	0.510113594936733	34	Ever had known person concerned about, or recommend reduction of, alcohol consumption: Yes, during the last year
20406.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.459317216666667	0.342343281848374	0.578356974923063	36	Ever addicted to alcohol
20407.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.191120073333333	0.0975184234581338	0.272641454528482	30	Frequency of failure to fulfil normal expectations due to drinking alcohol in last year
20408.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.328648128205128	0.218163446918818	0.437716365778595	39	Frequency of memory loss due to drinking alcohol in last year
20409.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.459146773170732	0.340014000784702	0.57775710204294	41	Frequency of feeling guilt or remorse after drinking alcohol in last year
20411_0.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.744680239393939	0.633246282945689	0.868736308240426	33	Ever been injured or injured someone else through drinking alcohol: No
20411_1.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.275687029032258	0.153808652237807	0.386241483064862	31	Ever been injured or injured someone else through drinking alcohol: Yes, but not in the last year
20411_2.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.247970506666667	0.160882732306313	0.323768997808661	30	Ever been injured or injured someone else through drinking alcohol: Yes, during the last year
20412.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.0365462094488189	0.0250105448872782	0.046105486054574	127	Frequency of needing morning drink of alcohol after heavy drinking session in last year
20413.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.2635119375	0.142644308686739	0.37294560332707	24	Frequency of inability to cease drinking in last year
20414.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.569403132051282	0.500544750915898	0.637907993380009	78	Frequency of drinking alcohol
20415.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.36865489	0.205112264142877	0.517752181686792	20	Ongoing addiction to alcohol
20416.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.478999798214286	0.386430202143329	0.569300965057359	56	Frequency of consuming six or more units of alcohol
20417.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.4249073	0.297260610463028	0.551896257690042	30	Tense, sore, or aching muscles during worst period of anxiety
20418.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.531378235	0.36954577480632	0.697987711056796	20	Impact on normal roles during worst period of anxiety
20419.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.595914069565217	0.441686723677671	0.753015080462617	23	Difficulty concentrating during worst period of anxiety
20420_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.479191891666667	0.329572033668686	0.621276585257747	24	Longest period spent worried or anxious
20420_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.147787428205128	0.0636446028790164	0.217634398102252	39	Longest period spent worried or anxious
20421.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.589063192682927	0.492327961083757	0.689177488310887	41	Ever felt worried, tense, or anxious for most of a month or longer
20422.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.475606090909091	0.297761156821992	0.647433558191809	22	More irritable than usual during worst period of anxiety
20423.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.663716183870968	0.53140934525675	0.801815612449465	31	Keyed up or on edge during worst period of anxiety
20425.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.403405577192982	0.307715476711751	0.497710499399888	57	Ever worried more than most people would in similar situation
20426.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.615624658333333	0.466132251555519	0.76392149045983	24	Restless during period of worst anxiety
20427.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.556681623333333	0.440628141859374	0.673235498965152	30	Frequent trouble falling or staying asleep during worst period of anxiety
20428.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.513622731818182	0.364189483322878	0.665768891932837	22	Professional informed about anxiety
20429.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.555179191666667	0.4045021873386	0.691559855287253	24	Easily tired during worst period of anxiety
20431.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.288451	0.114844434083797	0.446671801887073	20	Ever addicted to a behaviour or miscellanous
20432.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.492116766666667	0.340125154886065	0.645903111466193	18	Ongoing behavioural or miscellanous addiction
20433_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.532878338235294	0.422488115888217	0.646539505557025	34	Age at first episode of depression
20433_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.524072964864865	0.418347288371442	0.628090099918904	37	Age at first episode of depression
20434_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.504055817647059	0.387942010441668	0.62057819275283	34	Age at last episode of depression
20434_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.482268657142857	0.353968763406748	0.609540563180708	28	Age at last episode of depression
20435.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.433552324242424	0.294265936672147	0.56109942616473	33	Difficulty concentrating during worst depression
20436.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.535879383870968	0.410485317450475	0.66694379173917	31	Fraction of day affected during worst episode of depression
20437.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.456580403125	0.319219543748582	0.593338248447687	32	Thoughts of death during worst depression
20438.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.4264393	0.267205511173201	0.577539033352703	24	Duration of worst depression
20439.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.471439324390244	0.353290735558691	0.588431618925199	41	Frequency of depressed days during worst episode of depression
20440.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.501541341935484	0.374425480404526	0.628692102918162	31	Impact on normal roles during worst period of depression
20441.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.53144984137931	0.446693386329829	0.614356108379363	58	Ever had prolonged loss of interest in normal activities
20442.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.314574993548387	0.182089093119915	0.439536907401979	31	Lifetime number of depressed periods
20445.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.283900196	0.161752960515335	0.392767589404343	25	Depression possibly related to childbirth
20446.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.538496710638298	0.44047117169534	0.642893241092122	47	Ever had prolonged feelings of sadness or depression
20447.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.673317612903226	0.559831567138245	0.791556355179377	31	Depression possibly related to stressful or traumatic event
20448.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.547101935135135	0.414685337625477	0.676144459084141	37	Professional informed about depression
20449.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.56947724516129	0.440441397755936	0.698511853865772	31	Feelings of tiredness during worst episode of depression
20450.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.390068888888889	0.262260062836114	0.514870471555567	27	Feelings of worthlessness during worst period of depression
20453.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.452975034883721	0.380532897038512	0.523063421115297	86	Ever taken cannabis
20454.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.474708703125	0.344663761621091	0.602176231504071	32	Maximum frequency of taking cannabis
20455_irnt.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.509606088888889	0.372693814438316	0.646586327888385	27	Age when last took cannabis
20455_raw.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.376700346428571	0.230221685290262	0.516208464450233	28	Age when last took cannabis
20456.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.181974736	0.082979495684508	0.269008883762741	25	Ever addicted to illicit or recreational drugs
20458.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.4551338	0.376068722346032	0.534252312601015	62	General happiness
20459.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.467374953424658	0.394087516512598	0.538728413597563	73	General happiness with own health
20460.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.594049613043478	0.508150641967594	0.684636488189334	46	Belief that own life is meaningful
20462.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.428121965384615	0.266884408533199	0.585402849993178	26	Distress caused by unusual or psychotic experiences
20463.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.150909807894737	0.0621219005031408	0.225330875115438	38	Ever heard an un-real voice
20466.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.197430644444444	0.111404454274975	0.277493610881919	36	Ever prescribed a medication for unusual or psychotic experiences
20467.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.135269042553191	0.0597234039192583	0.19912583130932	47	Frequency of unusual or psychotic experiences in past year
20468.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.201053906896552	0.0945811190678537	0.296870474307682	29	Ever believed in an un-real conspiracy against self
20471.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.294353223333333	0.190332374639406	0.394392165785531	30	Ever seen an un-real vision
20474.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.110565224390244	0.0564071909747584	0.156290365885935	41	Ever believed in un-real communications or signs
20477.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.2148537375	0.100463707454728	0.316798186668199	24	Ever talked to a health professional about unusual or psychotic experiences
20479.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.439188187096774	0.353656023244658	0.522448587649613	62	Ever thought that life not worth living
20480.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.429040919444444	0.307026804359606	0.549013388877528	36	Ever self-harmed
20481.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.129466519047619	0.0387258906449897	0.197411775879834	21	Self-harmed in past year
20482.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.30589852	0.183968210882067	0.419605251015938	20	Number of times self-harmed
20483.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.604707136842105	0.439366111177279	0.774126575509268	19	Ever attempted suicide
20485.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.422033376785714	0.337651690936398	0.505997170347529	56	Ever contemplated self-harm
20486.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.157926671428571	0.0457364743130876	0.244724732724197	21	Contemplated self-harm in past year
20487.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.274679763636364	0.18538169557032	0.357256837666474	44	Felt hated by family member as a child
20488.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.391162363793103	0.308168838768256	0.472539165744535	58	Physically abused by family as a child
20489.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.534851661538462	0.469535872911907	0.602809453210128	78	Felt loved as a child
20490.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.322680146153846	0.18218846008422	0.453418818742886	26	Sexually molested as a child
20491.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.548886505882353	0.421241646259866	0.689655085171733	34	Someone to take to doctor when needed as a child
20492.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.43086950625	0.261968123163626	0.600803083752642	16	Longest period of mania or irritability
20493.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.451157628571429	0.327305318031721	0.574851658476177	35	Severity of problems due to mania or irritability
20494.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.261431752	0.124783890109186	0.379321282889024	25	Felt irritable or had angry outbursts in past month
20495.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.338639912244898	0.237309205211398	0.433050777273897	49	Avoided activities or situations because of previous stressful experience in past month
20496.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.525730083870968	0.388300822488398	0.664507521760747	31	Felt distant from other people in past month
20497.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.461759779310345	0.344245762896566	0.57836411440299	29	Repeated disturbing thoughts of stressful experience in past month
20498.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.416839092307692	0.323383661124713	0.506512271241094	52	Felt very upset when reminded of stressful experience in past month
20499.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.550877674666667	0.480505245897217	0.621418580557351	75	Ever sought or received professional help for mental distress
2050.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.434284012230216	0.386055469901685	0.481854874658392	139	Frequency of depressed mood in last 2 weeks
20500.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.452566672131148	0.367200607706273	0.534715605908514	61	Ever suffered mental distress preventing usual activities
20501.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.260900995	0.162205888964625	0.35211399049657	40	Ever had period of mania / excitability
20502.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.495911208888889	0.404670808041624	0.588990227420545	45	Ever had period extreme irritability
20503.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.216303206451613	0.117471632239411	0.302565951772787	31	Ever addicted to prescription or over-the-counter medication
20504.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.427175426666667	0.281005944470954	0.569907298381292	15	Ongoing addiction or dependence to over-the-counter medication
20505.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.388029669444444	0.279875421253576	0.495517022506463	36	Recent easy annoyance or irritability
20506.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.473811093181818	0.369546672104945	0.5816983873269	44	Recent feelings or nervousness or anxiety
20507.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.344708946666667	0.248027198872808	0.435718294025878	45	Recent feelings of inadequacy
20508.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.344757555319149	0.246749952293915	0.440778013202855	47	Recent trouble concentrating on things
20509.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.329174397916667	0.23429953856047	0.423076467512472	48	Recent inability to stop or control worrying
20510.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.436749347222222	0.327344106821783	0.54632298963363	36	Recent feelings of depression
20511.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.3507997325	0.236993531830462	0.458381620573852	40	Recent poor appetite or overeating
20512.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.359017858974359	0.246074994104082	0.471326449062911	39	Recent feelings of foreboding
20513.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.186889581578947	0.112376669783143	0.255673961533301	38	Recent thoughts of suicide or self-harm
20514.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.335641275	0.221953707893643	0.441751427812085	36	Recent lack of interest or pleasure in doing things
20515.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.387946862790698	0.289169876011011	0.485793685913807	43	Recent trouble relaxing
20516.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.375157138095238	0.266575231192738	0.478064426780754	42	Recent restlessness
20517.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.481099630612245	0.391168236586703	0.574035594040698	49	Trouble falling or staying asleep, or sleeping too much
20518.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.301596102857143	0.181954167728357	0.414136006814363	35	Recent changes in speed/amount of moving or speaking
20519.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.397115245	0.308811740142834	0.481818588670279	60	Recent feelings of tiredness or low energy
20520.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.400018130555556	0.279373142915302	0.515296727707522	36	Recent worrying too much about different things
20521.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.346978413636364	0.23820092272337	0.446449844425204	44	Belittlement by partner or ex-partner as an adult
20522.gwas.imputed_v3.both_sexes.tsv	maf_0.01	pval_1e-5	0.595141930555556	0.486292578392175	0.707981335179741	36	Been in a confiding relationship as an adult
